iter	RMSE
1512	0.4418670076
1513	0.4418088806
1514	0.4417623401
1515	0.4417021937
1516	0.4416829023
1517	0.4416755343
1518	0.4416264436
1519	0.4415078171
1520	0.4414564337
1521	0.4413981303
1522	0.4413069289
1523	0.4411741247
1524	0.4411577895
1525	0.4410780301
1526	0.4409915528
1527	0.4408870068
1528	0.4408270778
1529	0.4407846929
1530	0.4407205826
1531	0.4406391652
1532	0.4405978155
1533	0.4405917473
1534	0.440502888
1535	0.44042186
1536	0.4403514539
1537	0.4403164736
1538	0.4402778422
1539	0.4402411203
1540	0.4401847279
1541	0.4401297918
1542	0.4400784932
1543	0.4400174087
1544	0.4399695739
1545	0.4399338097
1546	0.4398486017
1547	0.4398288086
1548	0.4397461831
1549	0.4396792881
1550	0.4396185813
1551	0.4395843389
1552	0.4395387268
1553	0.4393895188
1554	0.4393487327
1555	0.4392663732
1556	0.4392276011
1557	0.4391712791
1558	0.4391325392
1559	0.4390792932
1560	0.4390722443
1561	0.4390257686
1562	0.4389787797
1563	0.4389165582
1564	0.438840163
1565	0.438784258
1566	0.4387339828
1567	0.4386878584
1568	0.4386391565
1569	0.4386277174
1570	0.4385939011
1571	0.4385116155
1572	0.4384936475
1573	0.4384482807
1574	0.4383691746
1575	0.4382966098
1576	0.4381770764
1577	0.4381521345
1578	0.4381303268
1579	0.4380520086
1580	0.4380392036
1581	0.4379617419
1582	0.4379002607
1583	0.4378386623
1584	0.4377358753
1585	0.4377082954
1586	0.437636375
1587	0.4375920625
1588	0.4375108311
1589	0.4374890593
1590	0.4374576033
1591	0.4374010321
1592	0.4373648814
1593	0.4373236119
1594	0.4372687827
1595	0.4372286686
1596	0.4371724162
1597	0.4371121937
1598	0.4370905724
1599	0.4370226064
1600	0.4369739987
1601	0.4369609397
1602	0.436929569
1603	0.4369048698
1604	0.4368699371
1605	0.4368309691
1606	0.4367845315
1607	0.4366943287
1608	0.4365718654
1609	0.4365450621
1610	0.4365309834
1611	0.4364869539
1612	0.4363984896
1613	0.4362829182
1614	0.4361915215
1615	0.4361494761
1616	0.4361135181
1617	0.4360612645
1618	0.4360298491
1619	0.435953405
1620	0.4359128799
1621	0.4358879978
1622	0.435803633
1623	0.4357621536
1624	0.4357542683
1625	0.4357388762
1626	0.435722056
1627	0.4356491122
1628	0.4356418493
1629	0.4355911641
1630	0.4355258434
1631	0.4355192819
1632	0.435423769
1633	0.4353543197
1634	0.4352881162
1635	0.4352369651
1636	0.4351769048
1637	0.4351228557
1638	0.4350166524
1639	0.4349766135
1640	0.4349618223
1641	0.434876147
1642	0.4348647847
1643	0.4347845017
1644	0.4347128038
1645	0.4346475884
1646	0.434497246
1647	0.4344281383
1648	0.434378416
1649	0.4343566565
1650	0.4342220523
1651	0.4342107453
1652	0.4341580215
1653	0.4341439603
1654	0.4340601786
1655	0.4339665136
1656	0.4339256353
1657	0.433879712
1658	0.4338641941
1659	0.4338031057
1660	0.4337498724
1661	0.4336618566
1662	0.4336183424
1663	0.433566973
1664	0.4334915438
1665	0.4334592572
1666	0.433416275
1667	0.4333550837
1668	0.4332734994
1669	0.4331669188
1670	0.4331224313
1671	0.4330964215
1672	0.4329425918
1673	0.4328893335
1674	0.4328381571
1675	0.4327706508
1676	0.4327546241
1677	0.432743582
1678	0.4327279373
1679	0.4326209481
1680	0.4325562665
1681	0.432500439
1682	0.4323877931
1683	0.4323541311
1684	0.4323397483
1685	0.4323162287
1686	0.4322275704
1687	0.4322090104
1688	0.432179534
1689	0.4321243896
1690	0.4321016472
1691	0.4320641377
1692	0.432030693
1693	0.4320103459
1694	0.4319715567
1695	0.4319081035
1696	0.431869231
1697	0.4318064828
1698	0.4317803147
1699	0.4317283982
1700	0.4316097022
1701	0.4315587608
1702	0.4315044654
1703	0.4314726633
1704	0.4314573306
1705	0.4313928231
1706	0.4313303506
1707	0.4313010951
1708	0.4312721061
1709	0.4312281164
1710	0.4312210902
1711	0.4311355272
1712	0.4310568977
1713	0.4309638113
1714	0.4308863629
1715	0.4308462125
